发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间
20211105145427,开,开,关,32°C,0%,0,24分钟
20211105145430,开,开,关,33°C,0%,0,24分钟
20211105145507,开,开,关,33°C,0%,0,23分钟
20211105145509,开,开,关,33°C,0%,0,22分钟
20211105145549,开,开,关,34°C,0%,0,22分钟
20211105145634,开,开,关,34°C,0%,0,21分钟
20211105145648,开,开,关,35°C,0%,0,21分钟
20211105145744,开,开,关,35°C,0%,0,20分钟
20211105145750,开,开,关,35°C,0%,0,19分钟
20211105145833,开,开,关,36°C,0%,0,19分钟
20211105145835,开,开,关,36°C,0%,0,18分钟
20211105145859,开,开,关,37°C,0%,0,18分钟
20211105145948,开,开,关,37°C,0%,0,17分钟
20211105150034,开,开,关,38°C,0%,0,16分钟
20211105150036,开,开,关,38°C,0%,0,15分钟
20211105150110,开,开,关,39°C,0%,0,15分钟
20211105150137,开,开,关,39°C,0%,0,14分钟
20211105150139,开,开,关,39°C,0%,35,14分钟
20211105150141,开,开,关,39°C,0%,47,14分钟
20211105150145,开,开,关,39°C,0%,48,14分钟
20211105150147,开,开,关,39°C,0%,47,14分钟
20211105150153,开,开,关,39°C,0%,48,14分钟
20211105150155,开,开,关,39°C,0%,50,14分钟
20211105150201,开,开,关,39°C,0%,48,14分钟
20211105150211,开,开,关,40°C,0%,48,14分钟
20211105150217,开,开,关,40°C,0%,48,13分钟
20211105150221,开,开,关,40°C,0%,50,13分钟
20211105150232,开,开,关,40°C,0%,50,13分钟
20211105150233,开,开,关,40°C,0%,48,13分钟
20211105150243,开,开,关,40°C,0%,50,13分钟
20211105150251,开,开,关,40°C,0%,48,13分钟
20211105150253,开,开,关,40°C,0%,50,13分钟
20211105150259,开,开,关,40°C,0%,48,13分钟
20211105150301,开,开,关,40°C,0%,50,13分钟
20211105150303,开,开,关,40°C,0%,48,13分钟
20211105150307,开,开,关,40°C,0%,47,13分钟
20211105150309,开,开,关,40°C,0%,48,13分钟
20211105150311,开,开,关,40°C,0%,47,13分钟
20211105150318,开,开,关,40°C,0%,47,12分钟
20211105150319,开,开,关,40°C,0%,50,12分钟
20211105150322,开,开,关,40°C,0%,51,12分钟
20211105150324,开,开,关,40°C,0%,50,12分钟
20211105150326,开,开,关,40°C,0%,48,12分钟
20211105150330,开,开,关,40°C,0%,50,12分钟
20211105150332,开,开,关,40°C,0%,48,12分钟
20211105150334,开,开,关,40°C,0%,50,12分钟
20211105150338,开,开,关,40°C,0%,48,12分钟
20211105150342,开,开,关,40°C,0%,50,12分钟
20211105150346,开,开,关,40°C,0%,48,12分钟
20211105150348,开,开,关,40°C,0%,37,12分钟
20211105150352,开,开,关,40°C,0%,36,12分钟
20211105150354,开,开,关,40°C,0%,37,12分钟
20211105150402,开,开,关,40°C,0%,36,12分钟
20211105150404,开,开,关,40°C,0%,37,12分钟
20211105150406,开,开,关,40°C,0%,13,12分钟
20211105150412,开,开,关,40°C,0%,0,12分钟
20211105150513,开,开,关,40°C,0%,0,11分钟
20211105150633,开,开,关,40°C,0%,0,10分钟
20211105150635,开,开,关,40°C,0%,20,10分钟
20211105150643,开,开,关,40°C,0%,36,10分钟
20211105150646,开,开,关,40°C,0%,43,10分钟
20211105150650,开,开,关,40°C,0%,42,10分钟
20211105150652,开,开,关,40°C,0%,43,10分钟
20211105150654,开,开,关,40°C,0%,42,10分钟
20211105150714,开,开,关,40°C,0%,43,10分钟
20211105150716,开,开,关,40°C,0%,42,10分钟
20211105150728,开,开,关,40°C,0%,43,10分钟
20211105150730,开,开,关,40°C,0%,42,10分钟
20211105150740,开,开,关,40°C,0%,43,10分钟
20211105150742,开,开,关,40°C,0%,42,10分钟
20211105150750,开,开,关,40°C,0%,43,10分钟
20211105150755,开,开,关,40°C,0%,43,10分钟
20211105150800,开,开,关,40°C,0%,42,10分钟
20211105150805,开,开,关,40°C,0%,42,10分钟
20211105150810,开,开,关,40°C,0%,41,10分钟
20211105150815,开,开,关,40°C,0%,43,10分钟
20211105150820,开,开,关,40°C,0%,43,10分钟
20211105150825,开,开,关,40°C,0%,43,10分钟
20211105150830,开,开,关,40°C,0%,43,10分钟
20211105150836,开,开,关,40°C,0%,43,10分钟
20211105150841,开,开,关,40°C,0%,43,10分钟
20211105150846,开,开,关,40°C,0%,43,10分钟
20211105150851,开,开,关,40°C,0%,42,10分钟
20211105150856,开,开,关,40°C,0%,43,10分钟
20211105150901,开,开,关,40°C,0%,43,10分钟
20211105150906,开,开,关,40°C,0%,43,10分钟
20211105150911,开,开,关,40°C,0%,43,10分钟
20211105150917,开,开,关,40°C,0%,43,10分钟
20211105150921,开,开,关,40°C,0%,42,10分钟
20211105150929,开,开,关,40°C,0%,43,10分钟
20211105150931,开,开,关,40°C,0%,42,10分钟
20211105150941,开,开,关,40°C,0%,43,10分钟
20211105150943,开,开,关,40°C,0%,45,10分钟
20211105150949,开,开,关,40°C,0%,43,10分钟
20211105150951,开,开,关,40°C,0%,45,10分钟
20211105150953,开,开,关,40°C,0%,42,15分钟
20211105150955,开,开,关,40°C,0%,45,15分钟
20211105150957,开,开,关,39°C,0%,42,15分钟
20211105150959,开,开,关,39°C,0%,45,15分钟
20211105151007,开,开,关,39°C,0%,43,15分钟
20211105151009,开,开,关,39°C,0%,42,15分钟
20211105151019,开,开,关,39°C,0%,43,15分钟
20211105151022,开,开,关,39°C,0%,42,15分钟
20211105151026,开,开,关,39°C,0%,43,15分钟
20211105151028,开,开,关,39°C,0%,36,15分钟
20211105151030,开,开,关,39°C,0%,21,14分钟
20211105151110,开,开,关,39°C,0%,27,14分钟
20211105151112,开,开,关,39°C,0%,27,17分钟
20211105151114,开,开,关,39°C,0%,28,16分钟
20211105151120,开,开,关,38°C,0%,27,16分钟
20211105151122,开,开,关,38°C,0%,28,16分钟
20211105151128,开,开,关,38°C,0%,27,16分钟
20211105151132,开,开,关,38°C,0%,26,16分钟
20211105151134,开,开,关,38°C,0%,27,16分钟
20211105151138,开,开,关,38°C,0%,26,18分钟
20211105151140,开,开,关,37°C,0%,25,18分钟
20211105151142,开,开,关,37°C,0%,27,18分钟
20211105151146,开,开,关,37°C,0%,28,18分钟
20211105151148,开,开,关,37°C,0%,26,18分钟
20211105151152,开,开,关,37°C,0%,27,18分钟
20211105151154,开,开,关,37°C,0%,28,18分钟
20211105151156,开,开,关,37°C,0%,26,18分钟
20211105151200,开,开,关,37°C,0%,27,18分钟
20211105151202,开,开,关,37°C,0%,28,17分钟
20211105151205,开,开,关,37°C,0%,27,17分钟
20211105151209,开,开,关,37°C,0%,27,19分钟
20211105151219,开,开,关,36°C,0%,27,19分钟
20211105151221,开,开,关,36°C,0%,28,19分钟
20211105151223,开,开,关,36°C,0%,27,19分钟
20211105151225,开,开,关,36°C,0%,28,21分钟
20211105151227,开,开,关,36°C,0%,27,21分钟
20211105151233,开,开,关,35°C,0%,27,21分钟
20211105151235,开,开,关,35°C,0%,28,21分钟
20211105151237,开,开,关,35°C,0%,26,21分钟
20211105151239,开,开,关,35°C,0%,27,21分钟
20211105151241,开,开,关,35°C,0%,27,20分钟
20211105151243,开,开,关,35°C,0%,27,22分钟
20211105151245,开,开,关,35°C,0%,26,22分钟
20211105151302,开,开,关,34°C,0%,28,22分钟
20211105151305,开,开,关,34°C,0%,27,22分钟
20211105151307,开,开,关,34°C,0%,28,22分钟
20211105151309,开,开,关,34°C,0%,27,22分钟
20211105151311,开,开,关,34°C,0%,28,22分钟
20211105151315,开,开,关,34°C,0%,27,24分钟
20211105151317,开,开,关,33°C,0%,27,24分钟
20211105151325,开,开,关,33°C,0%,27,23分钟
20211105151327,开,开,关,33°C,0%,28,23分钟
20211105151329,开,开,关,33°C,0%,27,23分钟
20211105151331,开,开,关,33°C,0%,28,25分钟
20211105151333,开,开,关,33°C,0%,27,25分钟
20211105151343,开,开,关,32°C,0%,27,25分钟
20211105151346,开,开,关,32°C,0%,28,25分钟
20211105151348,开,开,关,32°C,0%,27,25分钟
20211105151352,开,开,关,32°C,0%,27,26分钟
20211105151354,开,开,关,31°C,0%,27,26分钟
20211105151356,开,开,关,31°C,0%,28,26分钟
20211105151408,开,开,关,31°C,0%,27,26分钟
20211105151410,开,开,关,31°C,0%,28,26分钟
20211105151418,开,开,关,31°C,0%,27,26分钟
20211105151424,开,开,关,31°C,0%,26,26分钟
20211105151432,开,开,关,31°C,0%,27,26分钟
20211105151434,开,开,关,31°C,0%,26,26分钟
20211105151436,开,开,关,31°C,0%,27,26分钟
20211105151440,开,开,关,31°C,0%,27,28分钟
20211105151444,开,开,关,30°C,0%,27,28分钟
20211105151450,开,开,关,30°C,0%,28,28分钟
20211105151452,开,开,关,30°C,0%,26,28分钟
20211105151454,开,开,关,30°C,0%,27,28分钟
20211105151456,开,开,关,30°C,0%,28,28分钟
20211105151458,开,开,关,30°C,0%,27,28分钟
20211105151500,开,开,关,30°C,0%,12,27分钟
20211105151524,开,开,关,30°C,0%,0,27分钟
20211105151529,开,开,关,30°C,0%,0,29分钟
20211105151543,开,开,关,29°C,0%,0,29分钟
20211105151547,开,开,关,29°C,0%,0,28分钟
20211105151605,开,开,关,30°C,0%,0,28分钟
20211105151625,开,开,关,30°C,0%,0,27分钟
20211105151629,开,开,关,30°C,0%,0,26分钟
20211105151722,开,开,关,31°C,0%,0,26分钟
20211105151730,开,开,关,31°C,0%,0,25分钟
20211105151758,开,开,关,32°C,0%,0,25分钟
20211105151812,开,开,关,32°C,0%,0,24分钟
20211105151814,开,开,关,33°C,0%,0,24分钟
20211105151850,开,开,关,33°C,0%,0,23分钟
20211105151854,开,开,关,33°C,0%,0,22分钟
20211105151933,开,开,关,34°C,0%,0,22分钟
20211105151955,开,开,关,34°C,0%,0,21分钟
20211105152007,开,开,关,35°C,0%,0,21分钟
20211105152052,开,开,关,35°C,0%,0,20分钟
20211105152056,开,开,关,35°C,0%,0,19分钟
20211105152128,开,开,关,36°C,0%,0,19分钟
20211105152132,开,开,关,36°C,0%,0,18分钟
20211105152154,开,开,关,37°C,0%,0,18分钟
20211105152237,开,开,关,37°C,0%,0,17分钟
20211105152239,开,开,关,37°C,0%,0,16分钟
20211105152323,开,开,关,38°C,0%,0,16分钟
20211105152327,开,开,关,38°C,0%,0,15分钟
20211105152359,开,开,关,39°C,0%,0,15分钟
20211105152440,开,开,关,39°C,0%,0,14分钟
20211105152448,开,开,关,40°C,0%,0,14分钟
20211105152518,开,开,关,40°C,0%,0,13分钟
20211105152522,开,开,关,40°C,0%,0,12分钟
20211105152605,开,开,关,41°C,0%,0,12分钟
20211105152625,开,开,关,41°C,0%,0,11分钟
20211105152627,开,开,关,41°C,0%,25,11分钟
20211105152629,开,开,关,41°C,0%,26,11分钟
20211105152631,开,开,关,42°C,0%,27,11分钟
20211105152633,开,开,关,42°C,0%,26,11分钟
20211105152639,开,开,关,42°C,0%,27,11分钟
20211105152641,开,开,关,42°C,0%,26,11分钟
20211105152647,开,开,关,42°C,0%,27,11分钟
20211105152707,开,开,关,42°C,0%,27,10分钟
20211105152711,开,开,关,42°C,0%,26,10分钟
20211105152713,开,开,关,42°C,0%,27,10分钟
20211105152715,开,开,关,42°C,0%,28,10分钟
20211105152717,开,开,关,42°C,0%,27,10分钟
20211105152719,开,开,关,42°C,0%,26,10分钟
20211105152721,开,开,关,42°C,0%,27,10分钟
20211105152723,开,开,关,42°C,0%,28,10分钟
20211105152725,开,开,关,42°C,0%,27,10分钟
20211105152727,开,开,关,42°C,0%,37,10分钟
20211105152729,开,开,关,42°C,0%,40,10分钟
20211105152731,开,开,关,42°C,0%,38,10分钟
20211105152737,开,开,关,42°C,0%,40,10分钟
20211105152740,开,开,关,42°C,0%,38,10分钟
20211105152748,开,开,关,42°C,0%,40,10分钟
20211105152752,开,开,关,42°C,0%,38,9分钟
20211105152756,开,开,关,42°C,0%,40,9分钟
20211105152758,开,开,关,42°C,0%,36,9分钟
20211105152800,开,开,关,42°C,0%,35,9分钟
20211105152802,开,开,关,42°C,0%,36,9分钟
20211105152804,开,开,关,42°C,0%,35,9分钟
20211105152806,开,开,关,42°C,0%,36,9分钟
20211105152808,开,开,关,42°C,0%,35,9分钟
20211105152814,开,开,关,42°C,0%,36,9分钟
20211105152818,开,开,关,42°C,0%,35,9分钟
20211105152820,开,开,关,42°C,0%,36,9分钟
20211105152824,开,开,关,42°C,0%,35,9分钟
20211105152836,开,开,关,42°C,0%,36,9分钟
20211105152838,开,开,关,42°C,0%,35,9分钟
20211105152840,开,开,关,42°C,0%,25,9分钟
20211105152848,开,开,关,42°C,0%,23,9分钟
20211105152854,开,开,关,42°C,0%,23,8分钟
20211105152858,开,开,关,42°C,0%,25,8分钟
20211105152900,开,开,关,42°C,0%,23,8分钟
20211105152902,开,开,关,42°C,0%,25,8分钟
20211105152912,开,开,关,42°C,0%,23,8分钟
20211105152914,开,开,关,42°C,0%,25,8分钟
20211105152918,开,开,关,42°C,0%,25,9分钟
20211105152921,开,开,关,43°C,0%,25,9分钟
20211105152929,开,开,关,42°C,0%,23,11分钟
20211105152933,开,开,关,42°C,0%,25,11分钟
20211105152939,开,开,关,42°C,0%,23,11分钟
20211105152941,开,开,关,42°C,0%,25,11分钟
20211105152943,开,开,关,42°C,0%,23,11分钟
20211105152945,开,开,关,42°C,0%,23,10分钟
20211105152949,开,开,关,42°C,0%,23,9分钟
20211105152951,开,开,关,43°C,0%,23,9分钟
20211105152953,开,开,关,43°C,0%,25,9分钟
20211105153003,开,开,关,43°C,0%,23,9分钟
20211105153007,开,开,关,43°C,0%,23,11分钟
20211105153009,开,开,关,42°C,0%,23,11分钟
20211105153011,开,开,关,42°C,0%,26,11分钟
20211105153013,开,开,关,42°C,0%,25,11分钟
20211105153017,开,开,关,42°C,0%,23,11分钟
20211105153019,开,开,关,42°C,0%,25,11分钟
20211105153023,开,开,关,42°C,0%,23,11分钟
20211105153025,开,开,关,42°C,0%,25,11分钟
20211105153027,开,开,关,42°C,0%,25,10分钟
20211105153031,开,开,关,42°C,0%,23,10分钟
20211105153037,开,开,关,42°C,0%,25,10分钟
20211105153041,开,开,关,42°C,0%,23,10分钟
20211105153049,开,开,关,42°C,0%,25,10分钟
20211105153051,开,开,关,42°C,0%,23,10分钟
20211105153102,开,开,关,42°C,0%,25,10分钟
20211105153104,开,开,关,42°C,0%,23,10分钟
20211105153112,开,开,关,42°C,0%,25,10分钟
20211105153114,开,开,关,42°C,0%,23,10分钟
20211105153116,开,开,关,42°C,0%,25,10分钟
20211105153118,开,开,关,42°C,0%,23,10分钟
20211105153126,开,开,关,42°C,0%,25,10分钟
20211105153128,开,开,关,42°C,0%,25,9分钟
20211105153130,开,开,关,42°C,0%,23,9分钟
20211105153134,开,开,关,42°C,0%,25,9分钟
20211105153136,开,开,关,42°C,0%,23,9分钟
20211105153140,开,开,关,42°C,0%,25,9分钟
20211105153142,开,开,关,42°C,0%,23,9分钟
20211105153144,开,开,关,42°C,0%,25,9分钟
20211105153150,开,开,关,42°C,0%,23,9分钟
20211105153152,开,开,关,42°C,0%,25,9分钟
20211105153154,开,开,关,42°C,0%,23,9分钟
20211105153202,开,开,关,42°C,0%,25,9分钟
20211105153206,开,开,关,42°C,0%,23,9分钟
20211105153208,开,开,关,42°C,0%,22,9分钟
20211105153210,开,开,关,42°C,0%,23,9分钟
20211105153212,开,开,关,42°C,0%,22,9分钟
20211105153214,开,开,关,42°C,0%,23,9分钟
20211105153216,开,开,关,42°C,0%,26,9分钟
20211105153218,开,开,关,42°C,0%,23,9分钟
20211105153226,开,开,关,42°C,0%,25,9分钟
20211105153228,开,开,关,42°C,0%,23,8分钟
20211105153236,开,开,关,42°C,0%,25,8分钟
20211105153240,开,开,关,42°C,0%,23,8分钟
20211105153243,开,开,关,42°C,0%,25,8分钟
20211105153244,开,开,关,42°C,0%,23,8分钟
20211105153247,开,开,关,42°C,0%,25,8分钟
20211105153249,开,开,关,42°C,0%,23,8分钟
20211105153301,开,开,关,42°C,0%,25,8分钟
20211105153303,开,开,关,42°C,0%,23,8分钟
20211105153323,开,开,关,42°C,0%,25,8分钟
20211105153325,开,开,关,42°C,0%,23,12分钟
20211105153327,开,开,关,42°C,0%,25,12分钟
20211105153329,开,开,关,41°C,0%,25,12分钟
20211105153333,开,开,关,41°C,0%,25,11分钟
20211105153335,开,开,关,42°C,0%,25,11分钟
20211105153337,开,开,关,42°C,0%,25,12分钟
20211105153339,开,开,关,42°C,0%,23,12分钟
20211105153351,开,开,关,41°C,0%,25,12分钟
20211105153355,开,开,关,41°C,0%,23,12分钟
20211105153357,开,开,关,41°C,0%,25,12分钟
20211105153401,开,开,关,41°C,0%,23,12分钟
20211105153403,开,开,关,41°C,0%,25,12分钟
20211105153405,开,开,关,41°C,0%,23,12分钟
20211105153411,开,开,关,41°C,0%,25,12分钟
20211105153422,开,开,关,41°C,0%,23,12分钟
20211105153425,开,开,关,41°C,0%,23,11分钟
20211105153432,开,开,关,41°C,0%,25,11分钟
20211105153434,开,开,关,41°C,0%,23,11分钟
20211105153436,开,开,关,41°C,0%,25,11分钟
20211105153440,开,开,关,41°C,0%,25,14分钟
20211105153446,开,开,关,40°C,0%,25,14分钟
20211105153448,开,开,关,40°C,0%,23,14分钟
20211105153450,开,开,关,40°C,0%,25,13分钟
20211105153456,开,开,关,40°C,0%,23,13分钟
20211105153500,开,开,关,40°C,0%,25,13分钟
20211105153502,开,开,关,40°C,0%,25,15分钟
20211105153504,开,开,关,40°C,0%,23,15分钟
20211105153508,开,开,关,39°C,0%,25,15分钟
20211105153510,开,开,关,39°C,0%,23,15分钟
20211105153512,开,开,关,39°C,0%,25,15分钟
20211105153516,开,开,关,39°C,0%,23,15分钟
20211105153518,开,开,关,39°C,0%,25,15分钟
20211105153520,开,开,关,39°C,0%,23,15分钟
20211105153522,开,开,关,39°C,0%,26,15分钟
20211105153528,开,开,关,39°C,0%,25,15分钟
20211105153530,开,开,关,39°C,0%,23,15分钟
20211105153532,开,开,关,39°C,0%,25,17分钟
20211105153534,开,开,关,39°C,0%,23,16分钟
20211105153538,开,开,关,38°C,0%,25,16分钟
20211105153540,开,开,关,38°C,0%,23,16分钟
20211105153542,开,开,关,38°C,0%,25,16分钟
20211105153544,开,开,关,38°C,0%,22,16分钟
20211105153546,开,开,关,38°C,0%,20,16分钟
20211105153548,开,开,关,38°C,0%,21,16分钟
20211105153552,开,开,关,38°C,0%,21,18分钟
20211105153556,开,开,关,37°C,0%,20,18分钟
20211105153558,开,开,关,37°C,0%,22,18分钟
20211105153600,开,开,关,37°C,0%,25,18分钟
20211105153606,开,开,关,37°C,0%,26,18分钟
20211105153609,开,开,关,37°C,0%,20,18分钟
20211105153612,开,开,关,37°C,0%,26,18分钟
20211105153615,开,开,关,37°C,0%,25,19分钟
20211105153617,开,开,关,37°C,0%,26,19分钟
20211105153625,开,开,关,36°C,0%,25,19分钟
20211105153627,开,开,关,36°C,0%,26,19分钟
20211105153632,开,开,关,36°C,0%,26,19分钟
20211105153635,开,开,关,36°C,0%,25,21分钟
20211105153637,开,开,关,35°C,0%,26,21分钟
20211105153641,开,开,关,35°C,0%,25,21分钟
20211105153647,开,开,关,35°C,0%,26,21分钟
20211105153653,开,开,关,35°C,0%,26,20分钟
20211105153655,开,开,关,35°C,0%,25,20分钟
20211105153659,开,开,关,35°C,0%,25,22分钟
20211105153737,开,开,关,34°C,0%,0,22分钟
20211105153741,开,开,关,34°C,0%,0,24分钟
20211105153743,开,开,关,33°C,0%,0,24分钟
20211105153808,开,开,关,33°C,0%,0,23分钟
20211105153812,开,开,关,33°C,0%,0,22分钟
20211105153853,开,开,关,34°C,0%,0,22分钟
20211105153951,开,开,关,34°C,0%,0,21分钟
20211105154003,开,开,关,34°C,0%,0,20分钟
20211105154007,开,开,关,34°C,0%,0,21分钟
20211105154019,开,开,关,35°C,0%,0,21分钟
20211105154103,开,开,关,35°C,0%,0,20分钟
20211105154107,开,开,关,35°C,0%,0,19分钟
20211105154152,开,开,关,36°C,0%,0,19分钟
20211105154156,开,开,关,36°C,0%,0,18分钟
20211105154218,开,开,关,37°C,0%,0,18分钟
20211105154254,开,开,关,37°C,0%,0,17分钟
20211105154256,开,开,关,37°C,0%,0,16分钟
20211105154335,开,开,关,38°C,0%,0,16分钟
20211105154339,开,开,关,38°C,0%,0,15分钟
20211105154411,开,开,关,39°C,0%,0,15分钟
20211105154440,开,开,关,39°C,0%,0,14分钟
20211105154448,开,开,关,40°C,0%,0,14分钟
20211105154518,开,开,关,40°C,0%,0,13分钟
20211105154522,开,开,关,40°C,0%,0,12分钟
20211105154604,开,开,关,41°C,0%,0,12分钟
20211105154622,开,开,关,41°C,0%,0,11分钟
20211105154641,开,开,关,42°C,0%,0,11分钟
20211105154725,开,开,关,42°C,0%,0,10分钟
20211105154729,开,开,关,42°C,0%,0,9分钟
20211105154801,开,开,关,43°C,0%,0,9分钟
20211105154806,开,开,关,43°C,25%,0,8分钟
20211105154808,开,开,关,44°C,25%,0,8分钟
20211105154812,开,开,关,44°C,25%,0,9分钟
20211105154817,开,开,关,43°C,25%,0,9分钟
20211105154818,开,开,关,43°C,25%,0,8分钟
20211105154846,开,开,关,44°C,25%,0,8分钟
20211105154918,开,开,关,44°C,25%,0,7分钟
20211105154920,开,开,关,45°C,25%,0,7分钟
20211105155003,开,开,关,45°C,25%,0,6分钟
20211105155007,开,开,关,45°C,25%,0,5分钟
20211105155045,开,开,关,46°C,25%,0,5分钟
20211105155119,开,开,关,46°C,25%,0,4分钟
20211105155131,开,开,关,47°C,25%,0,4分钟
20211105155232,开,开,关,47°C,25%,0,3分钟
20211105155238,开,开,关,47°C,25%,0,2分钟
20211105155327,开,开,关,48°C,25%,0,2分钟
20211105155333,开,开,关,48°C,25%,0,1分钟
20211105155355,开,开,关,49°C,25%,0,1分钟
20211105155411,开,开,关,49°C,25%,0,0分钟
20211105155413,开,关,开,50°C,100%,0,0分钟
20211105165635,开,关,开,50°C,50%,0,0分钟
20211105165836,开,关,开,50°C,50%,0,0分钟
20211105165845,开,关,开,49°C,50%,0,0分钟
20211105165913,开,关,开,50°C,50%,0,0分钟
20211105165919,开,关,开,49°C,50%,0,0分钟
20211105165949,开,关,开,50°C,50%,0,0分钟
20211105165955,开,关,开,49°C,50%,0,0分钟
20211105170019,开,关,开,50°C,50%,0,0分钟
20211105170025,开,关,开,49°C,50%,0,0分钟
20211105170038,开,关,开,50°C,50%,0,0分钟
20211105170044,开,关,开,49°C,50%,0,0分钟
20211105170114,开,关,开,50°C,50%,0,0分钟
20211105170132,开,关,开,49°C,50%,0,0分钟
20211105170150,开,关,开,50°C,50%,0,0分钟
20211105170156,开,关,开,49°C,50%,0,0分钟
20211105170208,开,关,开,50°C,50%,0,0分钟
20211105170214,开,关,开,49°C,50%,0,0分钟
20211105170227,开,关,开,50°C,50%,0,0分钟
20211105170233,开,关,开,49°C,50%,0,0分钟
20211105170245,开,关,开,50°C,50%,0,0分钟
20211105170251,开,关,开,49°C,50%,0,0分钟
20211105170257,开,关,开,50°C,50%,0,0分钟
20211105170327,开,关,开,49°C,50%,0,0分钟
20211105170333,开,关,开,50°C,50%,0,0分钟
20211105170410,开,关,开,49°C,50%,0,0分钟
20211105170416,开,关,开,50°C,50%,0,0分钟
20211105170458,开,关,开,49°C,50%,0,0分钟
20211105170504,开,关,开,50°C,50%,0,0分钟
20211105170635,开,关,开,49°C,50%,0,0分钟
20211105170641,开,关,开,50°C,50%,0,0分钟
20211105181456,开,关,开,49°C,50%,0,0分钟
20211105181557,开,关,开,49°C,50%,0,0分钟
20211105181603,开,关,开,48°C,50%,0,0分钟
20211105181609,开,关,开,49°C,50%,0,0分钟
20211105181618,开,关,开,48°C,50%,0,0分钟
20211105181621,开,关,开,49°C,50%,0,0分钟
20211105181633,开,关,开,48°C,50%,0,0分钟
20211105181651,开,关,开,49°C,50%,0,0分钟
20211105181657,开,关,开,48°C,50%,0,0分钟
20211105181716,开,关,开,49°C,50%,0,0分钟
20211105181722,开,关,开,48°C,50%,0,0分钟
20211105181734,开,关,开,49°C,50%,0,0分钟
20211105181822,开,关,开,48°C,50%,0,0分钟
20211105181839,开,关,开,49°C,50%,0,0分钟
20211105181840,开,关,开,48°C,50%,0,0分钟
20211105181853,开,关,开,49°C,50%,0,0分钟
20211105181905,开,关,开,48°C,50%,0,0分钟
20211105181911,开,关,开,49°C,50%,0,0分钟
20211105181929,开,关,开,48°C,50%,0,0分钟
20211105181941,开,关,开,49°C,50%,0,0分钟
20211105181953,开,关,开,48°C,50%,0,0分钟
20211105181959,开,关,开,49°C,50%,0,0分钟
20211105182042,开,关,开,48°C,50%,0,0分钟
20211105182112,开,关,开,49°C,50%,0,0分钟
20211105182118,开,关,开,49°C,50%,0,0分钟
20211105182913,开,关,开,48°C,50%,0,0分钟
20211105184830,开,关,开,48°C,50%,0,0分钟
20211105190441,开,关,开,48°C,50%,0,0分钟
20211105190443,开,关,开,48°C,50%,8,0分钟
20211105190944,开,关,开,48°C,50%,0,0分钟
20211105190946,开,关,开,48°C,50%,8,0分钟
20211105194607,开,关,开,48°C,50%,0,0分钟
20211105194750,开,关,开,48°C,50%,0,0分钟
20211105194757,开,关,开,47°C,50%,0,0分钟
20211105195039,开,关,开,48°C,50%,0,0分钟
20211105195045,开,关,开,47°C,50%,0,0分钟
20211105195104,开,关,开,48°C,50%,0,0分钟
20211105195110,开,关,开,47°C,50%,0,0分钟
20211105195128,开,关,开,48°C,50%,0,0分钟
20211105195130,开,关,开,48°C,50%,10,0分钟
20211105195146,开,关,开,48°C,50%,0,0分钟
20211105195152,开,关,开,47°C,50%,0,0分钟
20211105195158,开,关,开,48°C,50%,0,0分钟
20211105195204,开,关,开,47°C,50%,0,0分钟
20211105195247,开,关,开,48°C,50%,0,0分钟
20211105195253,开,关,开,47°C,50%,0,0分钟
20211105195259,开,关,开,48°C,50%,0,0分钟
20211105195317,开,关,开,47°C,50%,0,0分钟
20211105195323,开,关,开,48°C,50%,0,0分钟
20211105195347,开,关,开,47°C,50%,0,0分钟
20211105195359,开,关,开,48°C,50%,0,0分钟
20211105195405,开,关,开,47°C,50%,0,0分钟
20211105195423,开,关,开,48°C,50%,0,0分钟
20211105195448,开,关,开,47°C,50%,0,0分钟
20211105195454,开,关,开,48°C,50%,0,0分钟
20211105195500,开,关,开,47°C,50%,0,0分钟
20211105195506,开,关,开,48°C,50%,0,0分钟
20211105195512,开,关,开,47°C,50%,0,0分钟
20211105195518,开,关,开,48°C,50%,0,0分钟
20211105195600,开,关,开,47°C,50%,0,0分钟
20211105195607,开,关,开,48°C,50%,0,0分钟
20211105195643,开,关,开,47°C,50%,0,0分钟
20211105195649,开,关,开,48°C,50%,0,0分钟
20211105195655,开,关,开,47°C,50%,0,0分钟
20211105195701,开,关,开,48°C,50%,0,0分钟
20211105195749,开,关,开,47°C,50%,0,0分钟
20211105195756,开,关,开,48°C,50%,0,0分钟
20211105195826,开,关,开,47°C,50%,0,0分钟
20211105195832,开,关,开,48°C,50%,0,0分钟
20211105200906,开,关,开,47°C,50%,0,0分钟
20211105200912,开,开,关,47°C,50%,26,4分钟
20211105200914,开,开,关,47°C,50%,25,4分钟
20211105200916,开,开,关,47°C,50%,26,4分钟
20211105200918,开,开,关,47°C,50%,25,4分钟
20211105200922,开,开,关,47°C,50%,26,4分钟
20211105200924,开,开,关,47°C,50%,26,3分钟
20211105200926,开,开,关,47°C,50%,32,3分钟
20211105200930,开,开,关,47°C,50%,41,3分钟
20211105200936,开,开,关,47°C,50%,40,3分钟
20211105200948,开,开,关,47°C,50%,41,3分钟
20211105200950,开,开,关,47°C,50%,41,3分钟
20211105200954,开,开,关,47°C,50%,40,3分钟
20211105201002,开,开,关,47°C,50%,41,3分钟
